id,page_no,maker,title,recall_id,ctype,maker_detail,car_name,car_name_full,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의
417,108,기아,K5 - 배기가스 재순환장치 밸브(EGR 밸브) 관련 무상수리,5291,O,기아 주식회사,K5 (DL3 PE),K5 (DL3 PE),2024-04-03 ~ 2024-04-08,2024-07-11 ~,19 대,원동기(동력발생장치) 기타,"배기가스 재순환장치 밸브 (EGR 밸브) 제조 불량으로, 배기가스 재순환장치 밸브 (EGR 밸브) 내부 쇼트(단락) 발생하는 경우 주행 중 간헐적 시동꺼짐 발생 가능성에 따른 리콜",배기가스 재순환장치 밸브 (EGR 밸브) 교환,기아자동차 대표번호 080-200-2000
418,108,현대,일렉시티 등 2차종 - 구동모터 인슐레이터 관련 리콜,5289,O,현대자동차(주),"일렉시티(CY), 일렉시티(CY) FCEV","일렉시티(CY), 일렉시티(CY) FCEV",2020-07-27 ~ 2024-06-08,2024-07-10 ~,"2,887 대",기타장치 기타,"차량 특성 및 사용조건 고려한 인슐레이터 내구 강성 설계 오류로 인해 인슐레이터 4개소 모두 파손 시 구동모터와 차체 분리되어 동력 전달 불가로 차량 멈춤 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
일렉시티(CY): 2021.04.23~2024.06.08
일렉시티(CY) FCEV: 2020.07.27~2024.06.07",인슐레이터 개선품 교환,현대자동차 대표번호 080-600-6000
419,108,볼보트럭,FH 트랙터 등 4차종 - 전축 조향장치 관련 리콜,5245,O,볼보트럭코리아(주),"FH 트랙터, FM 트랙터, FH 카고, FM 카고","FH 트랙터, FM 트랙터, FH 카고, FM 카고",2013-12-23 ~ 2023-12-19,2024-07-08 ~,"2,254 대",조향장치 기타,"조향장치의 조향조종력이 국내 안전기준 위반사항임이 확인되었으며, 이런 경우 조향장치 고정상태에서 주행 중 조향장치 조향조종력이 부족하여 안전 운행에 지장을 줄 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
FH 트랙터(FH62TT3A): 2020.11.09∼2023.08.28
FH 트랙터(FH62TT3HA): 2016.02.15∼2021.02.11
FH 트랙터(FH64T6HT): 2014.11.12∼2014.12.19
FM 트랙터(FM62TT1HA): 2013.12.23∼2019.11.29
FM 트랙터(FM62TT1A): 2020.11.23∼2022.01.17
FM 트랙터(FM42T3HA): 2015.02.27∼2017.03.02
FM 트랙터(FM64T3HT): 2017.05.05
FH 카고(FH64R6L): 2023.10.26∼2023.11.20
FH 카고(FH64R6HB): 2020.10.08
FM 카고(FM62RP3A): 2023.10.18∼2023.12.19
FM 카고(FM64R1HA): 2014.06.25
FM 카고(FM42R1HL): 2015.04.10∼2020.03.30
FM 카고(FM64R1HBX): 2017.12.04∼2020.07.08",서비스센터에서 대상 자동차에 대하여 전축 조향휠 캐스터 각도 조정 (캐스터 조정용 심 추가 장착) 후 전축 얼라인먼트 조정 작업 시행,볼보트럭코리아 대표번호 080-038-1000
420,108,벤츠,CLS 300 d 4MATIC - 에어백 컨트롤 유닛 관련 리콜,5287,O,메르세데스벤츠코리아(주),CLS 300 d 4MATIC,CLS 300 d 4MATIC,2021-03-26 ~ 2021-04-01,2024-07-05 ~,2 대,실내안전장치 기타,"에어백 컨트롤 유닛 소프트웨어 오류로 인하여 사고 발생 시 액티브 보닛(Active Bonnet)이 의도한대로 정상 작동되지 않을 수 있으며, 이런 경우 사고 발생 시 도로 이용자의 부상 위험이 증가할 수 있는 가능성에 따른 리콜 (*이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제102조의2(보행자 보호)를 만족하지 못할 수 있음)",새로운 에어백 컨트롤 유닛 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
421,109,벤츠,EQE 300 등 6차종 - 고전압 배터리 관리 시스템 관련 리콜,5286,O,메르세데스벤츠코리아(주),"EQE 300, EQE 350 4MATIC, EQE 350+, AMG EQE 53 4MATIC, EQS 450+, EQS 450 4MATIC","EQE 300, EQE 350 4MATIC, EQE 350+, AMG EQE 53 4MATIC, EQS 450+, EQS 450 4MATIC",2023-02-14 ~ 2023-12-06,2024-07-05 ~,726 대,연료장치 기타,"고전압 배터리 관리 시스템의 소프트웨어 오류로 인해 다른 제어 장치들로부터 비정상적으로 많은 양의 데이터를 요청받을 경우 배터리 관리 시스템에 과부하가 발생할 수 있고, 이런 경우 고전압 배터리 전원 공급 연결이 차단되어 고전압 시스템이 종료될 수 있으며, 이로 인해 사전 경고 없이 차량의 추진력이 상실될 수 있어 충돌 위험이 증가할 수 있음이 확인됨에 따른 리콜
<대상차량별 생산일자>
EQE 300: 2023.03.29
EQE 350 4MATIC: 2023.08.22~2023.11.21
EQE 350+: 2023.08.18~2023.12.06
AMG EQE 53 4MATIC: 2023.03.24
EQS 450+: 2023.02.15
EQS 450 4MATIC: 2023.02.14~2023.03.03",고전압 배터리 관리 시스템 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
422,109,기아,셀토스 - 배기가스 재순환 장치(EGR) 및 선택적 촉매 환원 장치(SCR) 소프트웨어 관련 리콜,5280,O,기아 주식회사,셀토스 (SP2),셀토스 (SP2),2019-07-04 ~ 2020-12-30,2024-07-03 ~,"13,823 대",원동기(동력발생장치) 기타,"엔진제어장치의 배기가스 재순환 장치(EGR) 제어 및 후처리(SCR) 장치 온도제어 소프트웨어 설정 미흡으로, 환경부 배출가스 검사결과 질소산화물 규제치 초과로 인한 법규 부적합 가능성이 확인됨에 따른 리콜",엔진제어장치 소프트웨어 업데이트,기아자동차 대표번호 080-200-2000
423,110,기아,스포티지 - 전자제어유압장치(HECU) 관련 리콜,5278,O,기아 주식회사,스포티지 (SL),스포티지 (SL),2010-03-16 ~ 2013-07-19,2024-07-03 ~,"157,188 대",제동장치 기타,전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손 발생 가능성에 따른 리콜,"엔진룸 정션박스내 HECU 관련 퓨즈를 개선품으로 교환
(합선 발생 시 전원 차단하여 소손 예방)",기아자동차 대표번호 080-200-2000
424,110,벤츠,GLE 450 4MATIC 등 3차종 - 파워트레인 컨트롤 유닛 관련 리콜,5288,O,메르세데스벤츠코리아(주),"GLE 450 4MATIC, E 450 4MATIC Cabriolet, Mercedes-AMG G 63","GLE 450 4MATIC, E 450 4MATIC Cabriolet, Mercedes-AMG G 63",2023-01-09 ~ 2023-10-10,2024-07-01 ~,25 대,동력전달장치 기타,"파워트레인 컨트롤 유닛(CPC)의 코딩 값 중 자기진단 장치(OBD) 관련 항목이 잘못 설정되었을 수 있으며, 이로 인해 일부 파워트레인 컨트롤 유닛(CPC) 오류가 발생할 경우, 오류에 대한 시스템 응답은 정상적으로 작동하나 계기반에 엔진경고등(MIL)이 점등되지 않을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",파워트레인 컨트롤 유닛 SCN코딩 업데이트,벤츠코리아 대표번호 080-001-1886
425,110,테슬라,Model 3 등 4차종 - 운전석 안전벨트 경고 시스템 관련 리콜,5274,O,테슬라코리아 유한회사,"Model 3, Model Y, Model X, Model S","Model 3, Model Y, Model X, Model S",2018-03-19 ~ 2024-01-17,2024-06-28 ~,"2,819 대",실내안전장치 기타,"일부 차량에서 운전자 착석 감지 센서가 인식되지 않아, 시동 상태에서 운전자가 안전벨트를 착용하지 않았을 경우라도 경고음과 시각적 표시등이 활성화되지 않을 수 있으며, 이런 경우 예기치 않은 사고 발생 시 부상 위험이 높아질 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
Model 3: 2018.03.19~2023.05.21
Model Y: 2020.03.21~2023.01.08
Model X: 2022.12.29~2024.01.11
Model S: 2023.02.09~2024.01.17","OTA(over-the-air)를 통한 2024.20.3 또는 이후 버전으로 업데이트
(소프트웨어 로직에서 운전석 착석 감지 대신 운전석 안전벨트 버클 및 시동 상태로 안전벨트 경고 시스템을 활성화 함)",테슬라 대표번호 080-617-1399
426,111,현대,싼타페 하이브리드 - 통합형 전자식 브레이크(IEB) 제어기 관련 리콜,5261,O,현대자동차(주),싼타페 하이브리드(MX5 HEV),싼타페 하이브리드(MX5 HEV),2023-10-04 ~ 2024-03-20,2024-06-28 ~,"18,397 대",제동장치 기타,통합형 전자식 브레이크(IEB) 제어기 소프트웨어 설계 오류로 원격 스마트 주차 보조(RSPA) 기능 작동 후 해제 시 간헐적으로 즉시 정지되지 않아 안전에 지장을 줄 수 있는 가능성에 따른 리콜,통합형 전자식 브레이크(IEB) 제어기 소프트웨어 업데이트,현대자동차 대표번호 080-600-6000
427,112,벤츠,Mercedes-AMG GLE 63 S 4MATIC+ Coupe 등 5차종 - 파워트레인 컨트롤 유닛 관련 리콜,5281,O,메르세데스벤츠코리아(주),"Mercedes-AMG GLE 63 S 4MATIC+ Coupe, GLS 580 4MATIC, Maybach GLS 600 4MATIC, Mercedes-Maybach GLS 600 4MATIC, Mercedes-AMG G 63","Mercedes-AMG GLE 63 S 4MATIC+ Coupe, GLS 580 4MATIC, Maybach GLS 600 4MATIC, Mercedes-Maybach GLS 600 4MATIC, Mercedes-AMG G 63",2022-12-04 ~ 2023-11-27,2024-06-27 ~,182 대,동력전달장치 기타,"파워트레인 컨트롤 유닛(CPC)의 코딩 값 중 자기진단 장치(OBD) 관련 항목이 잘못 설정되었을 수 있으며, 일부 파워트레인 컨트롤 유닛(CPC) 오류가 발생할 경우, 오류에 대한 시스템 응답은 정상적으로 작동하나 계기반에 엔진경고등(MIL)이 점등되지 않을 수 있는 간으성에 따른 리콜
<*대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",파워트레인 컨트롤 유닛 SCN코딩 업데이트,벤츠코리아 대표번호 080-001-1886
428,112,현대,제네시스 등 2차종 - 스타트모터 관련 리콜,5270,O,현대자동차(주),"제네시스(DH)/G80(DH), EQ900(HI)","제네시스(DH)/G80(DH), EQ900(HI)",2013-07-10 ~ 2019-01-26,2024-06-27 ~,"236,518 대",원동기(동력발생장치) 기타,"집중 호우기간(외부 환경요인) 침수지역 운행 시 스타터모터 내부로의 수분유입 강건화 구조 반영 미흡으로, 지속적인 통전상황에서 수분에 의한 단락이 발생할 수 있으며 이런 경우 스타트모터 소손 및 화재 발생 가능성이 확인됨에 따른 리콜
<*대상차량별 생산일자>
제네시스(DH)/G80(DH): 2013.07.10~2019.01.26
EQ900(HI): 2015.07.09~2018.12.10",엔진룸 정션박스 내 릴레이KIT 추가 장착,제네시스 대표번호 080-700-6000
429,112,현대,맥스크루즈 등 2차종 - 전자제어유압장치(HECU) 관련 리콜,5269,O,현대자동차(주),"맥스크루즈(NC), 벨로스터(FS)","맥스크루즈(NC), 벨로스터(FS)",2011-01-20 ~ 2014-10-31,2024-06-27 ~,"37,169 대",제동장치 기타,"전자제어유압장치(HECU) 내부 밀폐성능 저하 등으로 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손이 발생할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
맥스크루즈(NC): 2012.08.07~2014.10.31
벨로스터(FS): 2011.01.20~2014.10.31",엔진룸 정션박스내 HECU 개선퓨즈 장착 (합선 발생 시 전원 차단하여 소손 예방),현대자동차 대표번호 080-600-6000
430,112,벤츠,E 250 등 5차종 - 점화 코일 관련 리콜,5279,O,메르세데스벤츠코리아(주),"E 250, E 300 e 4MATIC, S 580 4MATIC, GLC 300 e 4MATIC Coupe, GLC 300 e 4MATIC","E 250, E 300 e 4MATIC, S 580 4MATIC, GLC 300 e 4MATIC Coupe, GLC 300 e 4MATIC",2020-10-21 ~ 2020-12-16,2024-06-25 ~,188 대,원동기(동력발생장치) 기타,"생산공정 오류로 사양에 맞지 않는 점화 코일이 장착되었을 있으며, 엔진 실화가 발생할 경우 엔진 작동이 거칠어지고 출력이 감소할 수 있고, 이로 인해 엔진 경고등(MIL)이 점등되고 배출가스 허용 기준을 충족하지 못할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자는 상이할 수 있으므로 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",모든 점화 코일 교체,벤츠코리아 대표번호 080-001-1886
431,113,벤츠,GLS 580 4MATIC - 원동기 최대 출력 관련 리콜,5264,O,메르세데스벤츠코리아(주),GLS 580 4MATIC,GLS 580 4MATIC,2023-02-01 ~ 2024-04-28,2024-06-21 ~,875 대,원동기(동력발생장치) 기타,"자기 인증 시 제원 통보된 원동기 최대 출력 값이 잘못 제출되었으며, 이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제106조(원동기 출력)에서 정하는 기준에 부적합한 것으로 확인됨. 원동기 최대 출력은 허용 오차가 5%이내여야 하나, 제원 통보된 원동기 최대 출력의 경우, 허용 오차율 2.7& 초과하였음에 따른 리콜 (제원 통보 원동기 최대출력 557ps -> 실제 최대출력 517ps)","자동차 등록증 재발급 및 경제적 보상
(1) 보상금액: 1대당 100,000 원
* 보상 금액은 시정조치를 갈음하여 자동차 등록증 재발급에 따른 재반 비용을 기준으로 책정되었습니다.
(2) 수령방법: 자동차 등록증, 차량 등록증상 소유자 신분증 사본, 소유주 명의의 통장 사본 및 필요에 따른 문서를 구비하여 메르세데스-벤츠 공식 서비스센터에 방문하면 경제적 보상을 신청할 수 있습니다.",벤츠코리아 대표번호 080-001-1886
432,113,벤츠,GLE 450 4MATIC 등 6차종 - 연료펌프 관련 리콜,5262,O,메르세데스벤츠코리아(주),"GLE 450 4MATIC, AMG GLE 53 4MATIC+ Coupe, C 300, S 450 4MATIC, Maybach S 580 4MATIC, AMG G 63","GLE 450 4MATIC, AMG GLE 53 4MATIC+ Coupe, C 300, S 450 4MATIC, Maybach S 580 4MATIC, AMG G 63",2021-08-04 ~ 2022-04-19,2024-06-21 ~,367 대,연료장치 기타,"연료 펌프 내부 임펠러(impeller)의 내구성이 부족하여 작동 중 변형될 수 있으며, 이런 경우 연료 펌프 하우징 내부 벽면에 닿아 연료 펌프가 정상적으로 작동되지 않을 수 있고, 연료 펌프가 정상적으로 작동되지 않을 경우 연료 공급이 중단되어 시동이 꺼져 사고의 위험이 증가할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
GLE 450 4MATIC: 2022.01.04
AMG GLE 53 4MATIC+ Coupe: 2021.08.31~2022.01.07
C 300: 2022.01.11
S 450 4MATIC: 2021.08.04
Maybach S 580 4MATIC: 2022.04.19
AMG G 63: 2021.10.07~2022.04.08",연료펌프 교체,벤츠코리아 대표번호 080-001-1886
433,113,비엠더블유,MINI Countryman S ALL4 - 뒷좌석 좌측 도어 트림 패널 관련 리콜,5260,O,비엠더블유코리아(주),MINI Countryman S ALL4,MINI Countryman S ALL4,2024-03-21 ~ 2024-03-21,2024-06-20 ~,1 대,차체/차대 기타,"생산 공정 오류로 인하여 뒷좌석 도어 트림 패널과 뒷좌석 팔걸이를 연결하는 고정나사가 규정된 위치에 체결되지 않았을 수 있으며, 이런 경우 고정나사가 느슨해져 도어 트림 패널 내부에서 소음이 발생될 수 있고 아울러 사고 발생 시 뒷좌석 팔걸이가 분리되고 뒷좌석 측면 에어백이 전개될 경우 에어백이 손상되어 탑승자의 부상 위험이 있음에 따른 리콜","뒷좌석 좌측 도어 트림 패널을 교체하고, 뒷좌석 좌측 도어 트림 패널과 팔걸이를 연결하는 고정나사를 규정된 위치에 체결함",비엠더블유 대표번호 080-269-5181
434,113,비엠더블유,BMW i4 eDrive40 등 2차종 - 뒤 좌측 사이드 멤버 관련 리콜,5259,O,비엠더블유코리아(주),"BMW i4 eDrive40, BMW i4 M50","BMW i4 eDrive40, BMW i4 M50",2024-04-16 ~ 2024-04-25,2024-06-20 ~,5 대,차체/차대 기타,"뒤 좌측 사이드 멤버가 생산 주조(다이캐스팅) 과정의 오류로 인해 균열이 발생되었을 수 있으며, 이런 경우 차량을 운행하는 과정에서 균열이 커질 수 있으며, 사고 시 고전압배터리와 좌측 뒷좌석이 손상될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
BMW i4 eDrive40: 2024.04.16~2024.04.25
BMW i4 M50: 2024.04.25","뒤 좌측 사이드 멤버를 점검하고, 균열이 발생된 경우 정상적으로 생산된 뒤 좌측 사이드 멤버로 교체",비엠더블유 대표번호 080-269-5181
435,113,기아,봉고Ⅲ - 연료펌프 관련 리콜,5258,O,기아 주식회사,봉고Ⅲ (PU),봉고Ⅲ (PU),2023-12-05 ~ 2024-04-03,2024-06-18 ~,"11,784 대",연료장치 기타,"봄베 제조 불량으로 인해 연료펌프 내부 수분 유입에 의한 전원부 쇼트 발생 시, 연료펌프 작동불량으로 연료 공급되지 않아 주행 중 시동꺼짐 발생 가능성이 확인됨에 따른 리콜",봄베 수분 유입 점검 후 문제 부품으로 확인 시 정상 부품(연료펌프 등)으로 교환,기아자동차 대표번호 080-200-2000
436,114,현대,포터2 - 고압펌프 관련 리콜,5257,O,현대자동차(주),포터2 (HR),포터2 (HR),2024-05-07 ~ 2024-05-09,2024-06-18 ~,110 대,원동기(동력발생장치) 기타,"고압펌프의 저압 연료공급 파이프 체결부 제조불량으로 인한 기밀성 부족으로, 고압펌프의 저압 연료공급 파이프 체결부에서 LPG 가스가 누기되는 경우 차량 화재가 발생할 수 있는 가능성에 따른 리콜",점검 후 문제차량 고압펌프 및 관련부품 교환,현대자동차 대표번호 080-600-6000
437,114,기아,봉고Ⅲ - 고압펌프 관련 리콜,5256,O,기아 주식회사,봉고Ⅲ (PU),봉고Ⅲ (PU),2024-05-07 ~ 2024-05-13,2024-06-18 ~,112 대,원동기(동력발생장치) 기타,"고압펌프의 저압 연료공급 파이프 체결부 제조불량으로 인한 기밀성 부족으로, 고압펌프의 저압 연료공급 파이프 체결부에서 LPG 가스가 누기되는 경우 차량 화재가 발생할 수 있는 가능성에 따른 리콜",대상차량에 대해 점검 후 문제 차량 고압펌프 및 관련 부품 교환,기아자동차 대표번호 080-200-2000
438,114,비엠더블유,BMW 520d xDrive 등 6차종 - 산소감지기 관련 리콜,5268,O,비엠더블유코리아(주),"BMW 520d xDrive, BMW 520d, BMW 620d xDrive, BMW 620d, BMW X4 xDrive20d, BMW X3 xDrive20d","BMW 520d xDrive, BMW 520d, BMW 620d xDrive, BMW 620d, BMW X4 xDrive20d, BMW X3 xDrive20d",2018-06-11 ~ 2023-06-30,2024-06-17 ~,"26,200 대",원동기(동력발생장치) 기타,"디젤 미립자 필터(Diesel Particle Filter) 전단에 장착되어 있는 산소감지기에 미립지(Particle Matter)가 지나치게 쌓여 정상적인 산소 감지가 어려울 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-269-5181)로 문의하여 주시기 바랍니다.>","필요한 경우 산소감지기를 청소하고, 개선된 소프트웨어로 업데이트",비엠더블유 대표번호 080-269-5181
439,115,기아,포르테 - 전자제어유압장치(HECU) 관련 리콜,5250,O,기아 주식회사,포르테(TD),포르테(TD),2010-08-27 ~ 2013-03-18,2024-06-12 ~,"19,291 대",제동장치 기타,"전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선으로 인해, 전자제어유압장치(HECU) 내부 합선에 의한 엔진룸 소손 발생 가능성이 확인됨에 따른 리콜","엔진룸 정션박스내 HECU 관련 퓨즈를 개선품으로 교환
(합선 발생 시 전원 차단하여 소손 예방)",기아자동차 대표번호 080-200-2000
