id,page_no,maker,title,recall_id,ctype,maker_detail,car_name,car_name_full,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의
296,63,기아,EV9 - 시트 관련 리콜,5568,O,기아 주식회사,EV9 (MV),EV9 (MV),2023-05-10 ~ 2024-06-03,2025-01-22 ~,901 대,승차 및 실내장치 기타,"신규 작업자 시트 마운팅 볼트 체결 작업 미흡으로 시트 마운팅 볼트 누락이 있을 수 있으며, 이런 경우 차량 충돌 발생 시 시트가 비정상 거동되어 안전에 지장을 줄 수 있는 가능성에 따른 리콜",시트 마운팅 볼트 점검 후 문제 차량 확인 시 볼트 체결,기아자동차 대표번호 080-200-2000
297,64,비엠더블유,BMW 520i 등 8차종 - 통합제동장치 관련 리콜,5566,O,비엠더블유코리아(주),"BMW 520i, BMW 523d, BMW 523d xDrive, BMW 530e, BMW 530i xDrive, BMW 740d xDrive, BMW 750e xDrive, BMW X1 xDrive20i","BMW 520i, BMW 523d, BMW 523d xDrive, BMW 530e, BMW 530i xDrive, BMW 740d xDrive, BMW 750e xDrive, BMW X1 xDrive20i",2023-09-01 ~ 2024-05-16,2025-01-17 ~,65 대,제동장치 기타,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 수 있으며, 신호 장애가 발생하면 안전모드로 전환되어 제동 경고등 점등 및 중앙모니터에 체크 컨트롤 메시지가 표시되고, 상황에 따라 제동이 필요한 조작력을 더 높여야 할 수 있으며, 제동거리가 길어질 수 있음. 이와 동시에 ABS 및 차체 자세 제어(DSC) 기능이 작동하지 않을 수 있음이 확인됨에 따른 리콜
<대상차량별 생산일자>
BMW 520i: 2024.04.17~2024.04.22
BMW 523d: 2023.09.01~2023.11.08
BMW 523d xDrive: 2023.09.05~2023.09.06
BMW 530e: 2023.12.15
BMW 530i xDrive: 2023.09.28~2024.04.19
BMW 740d xDrive: 2023.09.04~2023.10.26
BMW 750e xDrive: 2023.10.26
BMW X1 xDrive20i: 2024.05.16",품질이 개선된 통합제동장치로 교체,비엠더블유 대표번호 080-269-5181
298,64,비엠더블유,BMW 530i xDrive 등 2차종 - 스티어링 휠 내 접지 케이블 연결부 관련 리콜,5565,O,비엠더블유코리아(주),"BMW 530i xDrive, BMW 520i","BMW 530i xDrive, BMW 520i",2024-01-16 ~ 2024-04-19,2025-01-17 ~,3 대,조향장치 기타,"차량 생산 과정에서 스티어링 휠 내 ADASS (운전자지원첨단조향장치) 관련 접지 케이블 연결부 와셔의 누락으로 접지가 되지 않아 ADASS 기능이 정상적으로 작동되지 않을 수 있으며, 이런 경우 스티어링 휠에 손을 놓지 않았음에도 손이 올려져 있는 상태로 인식될 수 있어 ADASS '핸즈 오프 경고기능'이 작동하지 않거나 ADASS가 해제되지 않을 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제89조(조향장치) 제2항에서 정한 안전기준에 부적합하며, 운전자가 ADASS 기능해제 상태를 제대로 인지못하여 사고의 위험성이 있음.)
<대상차량별 생산일자>
BMW 530i xDrive: 2024.01.16
BMW 520i: 2024.04.19",스티어링 휠 내부 접지 케이블 연결부 체결 상태를 점검하여 필요 시 와셔를 장착함,비엠더블유 대표번호 080-269-5181
299,64,벤츠,E 220 d 등 23차종 - 파워트레인 컨트롤 유닛 관련 리콜,5572,O,메르세데스벤츠코리아(주),E 220 d 등 23차종,E 220 d 등 23차종,2015-12-23 ~ 2018-07-12,2025-01-16 ~,"4,478 대",동력전달장치 기타,"파워트레인 컨트롤 유닛 소프트웨어 정보 전송에 오류가 발생할 수 있으며, 이런 경우 마지막 주행 사이클에 대한 OBD 진단 정보(예: 고장 코드)가 저장되지 않을 수 있는 가능성에 따른 리콜
<대상차명>
E 220 d, E 220 D 4MATIC, E 400 d 4MATIC, E 350 d, E 200, E 300, E 300 4MATIC, AMG E 43 4MATIC, AMG E 63 4MATIC+, AMG E 63 S 4MATIC, AMG E 63 S 4MATIC+, AMG S 63 4MATIC,
AMG S 63 4MATIC, S 350 D, S 350 d 4MATIC, S 400 D, S 400 D 4MATIC, S 450 4MATIC, S 450 L, AMG S 63 4MATIC+, Maybach S 650, E 220 d, E 400 4MATIC
<대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터로 문의하여 주시기 바랍니다.>",파워트레인 컨트롤 유닛 (PTCU) 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
300,64,비엠더블유,BMW 630d xDrive 등 10차종 - 소프트웨어 및 PM 감지기 관련 리콜,5570,O,비엠더블유코리아(주),"BMW 630d xDrive, BMW 730d xDrive, BMW 730Ld xDrive, BMW 740d xDrive, BMW X3 xDrive30d, BMW X5 xDrive30d, BMW X5 xDrive40d, BMW X6 xDrive30d, BMW X6 xDrive40d, BMW X7 xDrive40d","BMW 630d xDrive, BMW 730d xDrive, BMW 730Ld xDrive, BMW 740d xDrive, BMW X3 xDrive30d, BMW X5 xDrive30d, BMW X5 xDrive40d, BMW X6 xDrive30d, BMW X6 xDrive40d, BMW X7 xDrive40d",2020-06-02 ~ 2020-10-30,2025-01-16 ~,"1,686 대",원동기(동력발생장치) 기타,"배기시스템 내부에 응축수가 생길 경우 PM 감지기와 직접적으로 접촉하여 손상될 수 있는 가능성에 따른 리콜
<대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-269-5181)로 문의하여 주시기 바랍니다.>",Dew Point 최적화를 위한 소프트웨어 업데이트 및 개선된 PM 감지기로 교체를 진행,비엠더블유 대표번호 080-269-5181
301,64,벤츠,S 580 4MATIC 등 2차종 - 엔진 컨트롤 유닛 관련 리콜,5562,O,,,,,,,,,,
302,66,비엠더블유,BMW i5 eDrive40 등 13차종 - BCP 컨트롤 유닛(전동식 에어컨 컴프레셔 제어장치) 관련 리콜,6050,O,,,,,,,,,,
303,66,비엠더블유,BMW 220i Active Tourer 등 7차종 - 통합제동장치 관련 리콜,6049,O,,,,,,,,,,
304,66,벤츠,Mercedes-AMG E 53 Hybrid 4MATIC+ - 변속기 배선 관련 리콜,6048,O,,,,,,,,,,
305,67,벤츠,AMG E 63 4MATIC+ 등 4차종 - 엔진 일렉트로닉스(ME) 컨트롤 유닛 관련 리콜,5564,O,메르세데스벤츠코리아(주),"AMG E 63 4MATIC+, AMG E 63 S 4MATIC+, AMG S 63 4MATIC+, AMG GT 63 S 4MATIC+","AMG E 63 4MATIC+, AMG E 63 S 4MATIC+, AMG S 63 4MATIC+, AMG GT 63 S 4MATIC+",2018-07-04 ~ 2018-12-07,2025-01-09 ~,6 대,원동기(동력발생장치) 기타,"정화용촉매 모니터링 기능이 노후회된 촉매를 안정적으로 감지하지 못할 수 있으며, 이런 경우 적절한 조치가 이루어지지 못할 수 있어 차량의 배출가스 허용기준을 초과할 수 있음이 확인됨에 따른 리콜
<대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",엔진 일렉트로닉스(ME) 컨트롤 유닛 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
306,67,비엠더블유,BMW X7 xDrive40i 등 30차종 - 통합제동장치 관련 리콜,5549,O,비엠더블유코리아(주),BMW X7 xDrive40i 등 30차종,BMW X7 xDrive40i 등 30차종,2022-07-27 ~ 2024-05-29,2025-01-02 ~,163 대,제동장치 기타,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 수 있으며, 신호 장애가 발생하면 안전모드로 전환되어 제동 경고등 및 중앙모니터에 체크 컨트롤 메시지가 표시되고, 상황에 따라 제동에 필요한 조작력을 더 높여야 할 수 있으며, 제동거리가 길어질 수 있음. 이와 동시에 ABS 및 차체 자세 제어(DSC) 기능이 작동하지 않을 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
BMW 520i: 2023.08.31~2023.10.18
BMW 520i Sedan: 2023.07.12
BMW 523d xDrive: 2023.07.17
BMW 525i Sedan: 2024.04.17
BMW 530i xDrive: 2023.09.15
BMW 740d xDrive: 2022.11.11~2023.05.16
BMW 740i: 2022.09.21~2023.03.15
BMW 740i: 2023.10.30
BMW 740i xDrive: 2023.08.04~2023.09.21
BMW 750e xDrive: 2023.04.27~2023.10.12
BMW i5 M60 xDrive: 2023.09.26
BMW i7 eDrive50: 2023.08.22
BMW i7 M70 xDrive: 2024.04.15
BMW i7 xDrive60: 2022.12.08~2023.02.14
BMW M760e xDrive: 2024.01.25
BMW X1 xDrive28i: 2022.12.07~2023.07.26
BMW X5 M Competition: 2023.03.22~2023.06.17
BMW X5 M60i xDrive: 2023.04.12~2023.06.07
BMW X5 sDrive40i: 2023.05.12
BMW X5 xDrive30d: 2023.04.11~2023.11.30
BMW X5 xDrive40d: 2023.12.18
BMW X5 xDrive40d: 2024.02.01
BMW X5 xDrive40i: 2023.04.15~2023.06.26
BMW X5 xDrive40i: 2024.01.08
BMW X5 xDrive50e: 2023.05.13~2023.05.16
BMW X6 M60i xDrive: 2023.05.02~2023.07.25
BMW X6 xDrive30d M Sport: 2023.03.01~2023.06.26
BMW X6 xDrive40i M Sport: 2023.05.05~2023.05.31
BMW X7 M60i xDrive: 2022.08.31~2023.05.27
BMW X7 xDrive40d: 2022.07.27~2023.07.17
BMW X7 xDrive40d: 2023.05.05~2023.05.05
BMW X7 xDrive40i: 2022.08.03~2024.04.12
BMW X7 xDrive40i: 2022.08.04~2023.04.19
BMW XM: 2023.02.21~2023.04.24
MINI Cooper C 3Dr: 2024.05.29",품질이 개선된 통합제동장치로 교체함,비엠더블유 대표번호 080-269-5181
307,67,비엠더블유,MINI Cooper SE - 고전압배터리 하우징 관련 리콜,5548,O,비엠더블유코리아(주),MINI Cooper SE,MINI Cooper SE,2023-04-11 ~ 2023-04-11,2025-01-02 ~,1 대,,"고전압 배터리 하우징의 밀봉(Sealing)이 불충분하게 되었을 수 있으며, 이로 인해 고전압 배터리 하우징을 통해 고전압 배터리에 물이 유입되어 고전압 배터리가 손상될 경우 체크 컨트롤 메시지(""계속 주행 가능, 고압시스템, 후속 손상을 방지하기 위해 가까운 서비스센터에 점검을 의뢰하십시오"")가 표시되고 고전압이 차단되어 차량이 멈출 수 있으며, 배터리가 단락되었을 경우 화재가 발생할 수 있음이 확인됨에 따른 리콜","고전압 배터리 상태 및 고전압 배터리 하우징의 밀봉상태를 점검하고, 밀봉이 제대로 되지 않았을 경우 고전압 배터리 관련 구성품을 교체함",비엠더블유 대표번호 080-269-5181
308,68,현대,액시언트 - 스티어링 기어박스 관련 리콜,5539,O,현대자동차(주),액시언트(QZ),액시언트(QZ),2023-05-08 ~ 2024-09-04,2024-12-26 ~,"1,425 대",조향장치 기타,"스티어링 기어박스와 브라켓을 연결하는 볼트 체결 작업불량으로 체결력이 저하될 수 있으며, 이로 인해 스티어링 기어박스가 유격 또는 이탈될 시 조향불가로 차량 조종 및 제어가 되지 않을 수 있는 가능성에 따른 리콜",볼트 재체결,현대자동차 대표번호 080-600-6000
309,68,현대,아이오닉5 - 파워 도메인 컨트롤러(PDC) 관련 리콜,5516,O,현대자동차(주),아이오닉5 (NE1 PE),아이오닉5 (NE1 PE),2024-03-06 ~ 2024-10-18,2024-12-24 ~,"2,517 대",전기장치 기타,주간상시점등장치(DRL) 제어기 로직이 오설정(벌브사양 방향지시등)되어 벌브사양 방향지시등 작동 시 주간상시점등장치가 소등되는 법규 불만족 결함이 존재하는 것으로 확인됨에 따른 리콜,파워 도메인 컨트롤러(PDC) 소프트웨어 업데이트,현대자동차 대표번호 080-600-6000
310,69,벤츠,E 400 4MATIC 등 6차종 - 파워트레인 컨트롤 유닛 관련 리콜,5547,O,메르세데스벤츠코리아(주),"E 400 4MATIC, Maybach S 560 4MATIC, MAYBACH S 560 4MATIC, S 450 4MATIC, S 560, S 560 4MATIC","E 400 4MATIC, Maybach S 560 4MATIC, MAYBACH S 560 4MATIC, S 450 4MATIC, S 560, S 560 4MATIC",2016-04-09 ~ 2018-09-08,2024-12-20 ~,"4,533 대",동력전달장치 기타,"파워트레인 컨트롤 유닛 소프트웨어 정보 전송에 오류가 발생할 수 있으며, 이런 경우 마지막 주행 사이클에 대한 OBD 진단 정보(예: 고장코드)가 저장되지 않을 수 있는 가능성에 따른 리콜
<대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",파워트레인 컨트롤 유닛(PTCU) 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
311,70,현대,일렉시티 수소전기버스 등 3차종 - 온도 감응식 압력해제 밸브 관련 리콜,5538,O,현대자동차(주),"일렉시티(CY) 수소전기버스, 유니버스(PY) 수소전기버스, 엑시언트(QZ) 수소전기트럭","일렉시티(CY) 수소전기버스, 유니버스(PY) 수소전기버스, 엑시언트(QZ) 수소전기트럭",2019-05-15 ~ 2022-10-15,2024-12-20 ~,294 대,연료장치 기타,"온도 감응식 압력해제 밸브 제조 불량으로 인해 오작동할 경우 외부로 수소가 배출되어 화재가 발생할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
일렉시티(CY) 수소전기버스: 2019.05.15~2022.10.12
유니버스(PY) 수소전기버스: 2022.01.24~2022.10.15
엑시언트(QZ) 수소전기트럭: 2021.12.06~2021.12.08",온도 감응식 압력해제 밸브 개선품으로 교체 (유리 구형 -> 금속 융융형),현대자동차 대표번호 080-600-6000
312,70,현대,넥쏘 - 온도 감응식 압력해제 밸브 관련 리콜,5537,O,현대자동차(주),넥쏘(FE),넥쏘(FE),2017-10-13 ~ 2024-06-05,2024-12-20 ~,"35,828 대",연료장치 기타,온도 감응식 압력해제 밸브 제조 불량으로 인해 오작동할 경우 외부로 수소가 배출되어 화재가 발생할 수 있는 가능성에 따른 리콜,"온도 감응식 압력해제 밸브 개선품으로 교체 (유리구형 -> 금속 융융형)
<원활한 조치를 위하여 수소 충전량 40% 정도로 입고를 권장드립니다.>",현대자동차 대표번호 080-600-6000
313,70,벤츠,S 350 d - 후륜 차동기어 관련 리콜,5534,O,메르세데스벤츠코리아(주),S 350 d,S 350 d,2022-11-08 ~ 2022-11-08,2024-12-20 ~,1 대,주행장치 기타,"생산 공정 오류로 인하여 후륜 차동기어 고정 볼트가 제대로 조임되지 않았을 수 있으며, 이로 인해 시간이 지남에 따라 볼트 조임이 느슨해지면서 최종적으로 후륜 차동기어에서 구동축이 분리될 수 있고 이런 경우 주행 주 추진력이 상실될 수 있으며, 충돌 위험 가능성을 배제할 수 없음에 따른 리콜",후륜 차동기어 고정 볼트 및 커버 교체,벤츠코리아 대표번호 080-001-1886
314,70,벤츠,CLA 250 4MATIC - 파이로 퓨즈(Pyro-fuse) 관련 리콜,5532,O,메르세데스벤츠코리아(주),CLA 250 4MATIC,CLA 250 4MATIC,2024-07-10 ~ 2024-07-10,2024-12-20 ~,1 대,전기장치 기타,"공급업체의 생산 공정 오류로 인하여 파이로 퓨즈(Pyro-Fuse)의 하우징이 제대로 고정되지 않을 수 있어, 주행 중 파이로 퓨즈 하우징이 이탈하여 다른 전기 배선이 손상될 수 있으며, 이런 경우 파이로 퓨즈는 의도한대로 작동하더라도 플러그인 하이브리드 차량(PHEV) 및 전기차량(BEV)에서는 주변 배선을 손상시킬 수 있음. 이로 인해 고전압 시스템이 정상작동 되지 않을 수 있으며, 사전 경고 없이 추진력이 상실될 수 있어 사고나 부상의 위험이 증가할 수 있음이 확인됨에 따른 리콜","파이로 퓨즈 하우징 점검, 필요 시 교체 예정",벤츠코리아 대표번호 080-001-1886
315,71,기아,쏘렌토 등 2차종 - 주간주행등 관련 리콜,5530,O,기아 주식회사,"쏘렌토 (MQ4), 쏘렌토 하이브리드 (MQ4 HEV)","쏘렌토 (MQ4), 쏘렌토 하이브리드 (MQ4 HEV)",2023-07-19 ~ 2024-11-12,2024-12-18 ~,"100,023 대",등화장치 기타,"전조등 소프트웨어 설계 오류로 인해 방향지시등 일정 시간 작동 시 주간주행등 일부가 점등되지 않을 수 있으며, 이로 인해 안전 기준을 만족하지 못할 수 있음이 확인됨에 따른 리콜 (광도기준 부적합 가능성)
<대상차량별 생산일자>
쏘렌토 (MQ4): 2023.07.19~2024.11.11
쏘렌토 하이브리드 (MQ4 HEV): 2023.07.19~2024.11.12","1) 서비스센터 및 서비스센터협력사에서 전조등 소프트웨어 업데이트
2) 무선 OTA를 통한 전조등 소프트웨어 업데이트 ('25.1월 중)",기아자동차 대표번호 080-200-2000
316,71,볼보트럭,FL 카고 - 엔진 컨트롤 유닛 소프트웨어 관련 리콜,5527,O,볼보트럭코리아(주),FL 카고,FL 카고,2015-05-11 ~ 2016-04-21,2024-12-16 ~,4 대,원동기(동력발생장치) 기타,엔진 컨트롤 유닛 소프트웨어 오류로 인해 배기가스 후처리장치 재생 연소시 연료 분사량 과다로 인하여 과열 및 화재 발생 가능성이 확인됨에 따른 리콜,엔진 컨트롤 유닛 소프트웨어 업데이트,볼보트럭코리아 대표번호 080-038-1000
317,71,기아,K7 - 전자제어유압장치(HECU) 관련 리콜,5525,O,기아 주식회사,K7 (VG),K7 (VG),2009-11-18 ~ 2015-12-31,2024-12-16 ~,"137,553 대",제동장치 기타,전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손 발생 가능성에 따른 리콜,"엔진룸 정션박스 내 HECU 관련 퓨즈를 개선품으로 교환
(합선 발생 시 전원 차단하여 소손 예방)",기아자동차 대표번호 080-200-2000
318,72,기아,EV6 - 통합충전제어장치(ICCU) 관련 리콜,5518,O,기아 주식회사,EV6 (CV),EV6 (CV),2024-02-28 ~ 2024-05-18,2024-12-09 ~,"2,652 대",전기장치 기타,통합충전제어장치(ICCU) 소프트웨어 로직 미흡으로 저전압 배터리가 충전 불가한 상황이 발생하여 주행 중 단계적 차량속도 제한 및 지속 주행 시 차량이 멈출 수 있는 가능성에 따른 리콜,"통합충전제어장치 소프트웨어 업데이트
(점검 후 특정 고장코드 진단 시 해당부품 교환)",기아자동차 대표번호 080-200-2000
319,72,기아,EV6 - 통합충전제어장치(ICCU) 관련 리콜,5517,O,기아 주식회사,EV6 (CV),EV6 (CV),2021-07-12 ~ 2024-03-07,2024-12-09 ~,"55,956 대",전기장치 기타,"통합충전제어장치(ICCU) 리콜 소프트웨어 로직 미흡으로 저전압 배터리가 충전 불가한 상황이 발생하여 주행 중 단계적 차량속도 제한 및 지속 주행 시 차량이 멈출 수 있는 가능성에 따른 리콜
<이번 리콜은 '24.3월 실시한 통합충전제어장치(ICCU) 리콜 소프트웨어의 추가 강건화 사양으로, 이미 통합충전 제어장치를 교환했거나 업데이트 조치를 받으셨더라도 추가 업데이트 조치를 받으시기 바랍니다.>","통합충전제어장치 소프트웨어 업데이트
(점검 후 특정 고장코드 진단 시 해당부품 교환)",기아자동차 대표번호 080-200-2000
320,73,비엠더블유,BMW 218d Active Tourer 등 63차종 - 통합제동장치 관련 리콜,5514,O,비엠더블유코리아(주),BMW 218d Active Tourer 등 63차종,BMW 218d Active Tourer 등 63차종,2021-08-22 ~ 2024-10-16,2024-12-06 ~,"69,614 대",제동장치 기타,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 수 있으며, 신호 장애가 발생하면 안전모드로 전환되어 제동 경고등 점등 및 중앙모니터에 체크 컨트롤 메시지가 표시되고, 상황에 따라 제동에 필요한 조작력을 더 높여야 할 수 있으며 제동거리가 길어질 수 있음. 이와 동시에 ABS 및 차체 자세 제어(DSC) 기능이 작동하지 않을 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
BMW 218d Active Tourer: 2022.11.17~2024.08.21
BMW 220i Active Tourer: 2022.10.10~2024.08.22
BMW 520d xDrive Sedan: 2023.09.08~2024.02.05
BMW 520i: 2023.06.20~2024.10.16
BMW 523d: 2023.07.12~2024.08.02
BMW 523d xDrive: 2023.06.20~2024.07.16
BMW 525Li Sedan CHN: 2024.01.24~
BMW 530e: 2022.12.12~2024.10.16
BMW 530e xDrive Sedan: 2024.06.14~2024.10.16
BMW 530i: 2023.11.10~
BMW 530i xDrive: 2022.07.19~2024.10.16
BMW 530i xDrive: 2023.08.24~
BMW 550e xDrive Sedan: 2024.06.27~2024.07.31
BMW 740d xDrive: 2022.10.13~2024.08.02
BMW 740i: 2021.08.25~2023.09.29
BMW 740i xDrive: 2023.06.19~2024.08.02
BMW 750e xDrive: 2023.02.09~2024.08.02
BMW 760i xDrive: 2023.02.07~
BMW i5 eDrive40: 2024.07.29~2024.08.02
BMW i5 eDrive40: 2024.02.27~
BMW i5 M60 xDrive: 2022.12.14~2024.08.01
BMW i5 M60 xDrive: 2023.09.13~
BMW i5 xDrive40: 2024.02.14~2024.07.25
BMW i7 eDrive50: 2023.06.30~2024.08.02
BMW i7 M70 xDrive: 2023.07.28~2024.07.22
BMW i7 xDrive60: 2022.02.15~2024.08.01
BMW iX1 eDrive20: 2023.11.17~
BMW iX1 xDrive30: 2022.11.08~2024.08.23
BMW iX2 eDrive20: 2024.03.01~2024.07.30
BMW M5 Sedan: 2024.07.04~2024.07.15
BMW X1 M35i xDrive: 2023.07.19~2024.08.09
BMW X1 sDrive18d: 2022.11.29~2024.08.09
BMW X1 sDrive20i: 2022.11.02~2024.02.21
BMW X1 xDrive20i: 2023.07.01~2024.08.12
BMW X1 xDrive28i: 2022.12.07~2024.05.24
BMW X2 M35i xDrive: 2024.02.20~2024.08.05
BMW X2 xDrive20i: 2024.01.11~2024.08.12
BMW X5 M Competition: 2023.05.06~2024.08.29
BMW X5 M Competition: 2024.07.30~
BMW X5 M60i xDrive: 2023.03.29~2024.08.24
BMW X5 sDrive40i: 2024.08.07~2024.08.07
BMW X5 xDrive30d: 2023.02.28~2024.08.31
BMW X5 xDrive40d: 2023.08.08~2024.09.04
BMW X5 xDrive40i: 2023.02.23~2024.09.03
BMW X5 xDrive40i: 2023.06.09~2024.08.11
BMW X5 xDrive50e: 2023.03.29~2024.09.04
BMW X5 xDrive50e: 2023.06.12~2023.11.11
BMW X5 xDrive50e RHD: 2023.08.09~2023.08.09
BMW X6 M Competition: 2023.03.22~2024.08.28
BMW X6 M60i xDrive: 2022.04.27~2024.08.27
BMW X6 xDrive30d M Sport: 2023.03.07~2024.08.27
BMW X6 xDrive40d : 2023.08.15~2024.08.30
BMW X6 xDrive40i M Sport: 2023.03.09~2024.08.29
BMW X6 xDrive40i M Sport: 2024.02.23~2024.02.23
BMW X7 M60i xDrive: 2021.08.22~2024.08.24
BMW X7 M60i xDrive: 2022.08.22~2023.04.28
BMW X7 xDrive40d: 2022.07.20~2024.09.04
BMW X7 xDrive40i: 2022.07.15~2024.09.04
BMW X7 xDrive40i: 2022.10.04~2024.06.14
BMW XM: 2022.02.24~2024.07.24
BMW XM Label: 2023.07.17~2024.06.20
MINI Aceman SE CHN2023.11.13~2024.01.11
MINI Cooper C: 2024.06.13~2024.08.09
MINI Cooper S: 2024.03.11~2024.08.06
MINI Cooper S 5-doors: 2024.06.13~2024.08.09
MINI Cooper SE: 2023.05.16~2027.07.25
MINI Countryman E: 2024.02.23~2024.08.02
MINI Countryman S ALL4: 2024.01.15~2024.08.09
MINI Countryman SE ALL4: 2024.02.27~2024.08.01
MINI John Cooper Works Countryman ALL4: 2024.03.08~2024.08.10
Rolls Royce Spectre2023.06.05~2024.05.10","품질이 개선된 통합제동장치로 교체
<단, 일부 차량의 경우 개선된 통합제동장치가 이미 장착되어 추가 조치가 필요하지 않을 수 있으므로, 자세한 사항은 제작사 고객센터(080-269-5181)로 문의하여 주시기 바랍니다.>",비엠더블유 대표번호 080-269-5181
321,73,벤츠,S 580 4MATIC 등 2차종 - 엔진 컨트롤 유닛 관련 리콜,5512,O,메르세데스벤츠코리아(주),"S 580 4MATIC , Maybach S 580 4MATIC","S 580 4MATIC , Maybach S 580 4MATIC",2021-09-21 ~ 2023-07-03,2024-12-06 ~,"3,087 대",원동기(동력발생장치) 기타,"소프트웨어 개발 공정 오류로 인하여 엔진 컨트롤 유닛 소프트웨어의 람다 컨트롤이 정상적으로 작동되지 않을 수 있으며, 이런 경우 람다 컨트롤 시스템에 의해 분사되는 연료의 양이 증가할 수 있어 배기 온도가 상승될 수 있고, 주변 부품(예: 엔진 배선, 촉매 컨버터)이 손상될 수 있음. 이로 인해 사전 경고 없이 추진력이 상실될 수 있으며, 화재 위험 가능성을 배제할 수 없음이 확인됨에 따른 리콜
<대상차량별 생산일자>
S 580 4MATIC: 2021.09.21~2023.05.15
Maybach S 580 4MATIC: 2022.04.11~2023.07.03",개선된 엔진 컨트롤 유닛 소프트웨어 업데이트 및 필요 시 손상된 배선 또는 촉매 컨버터 교체,벤츠코리아 대표번호 080-001-1886
322,73,벤츠,Mercedes AMG E 53 4MATIC+ 등 4차종 - 변속기 배선 커넥터 관련 리콜,5511,O,메르세데스벤츠코리아(주),"Mercedes AMG E 53 4MATIC+, Mercedes AMG E 53 4MATIC+ Coup?, Mercedes AMG CLS 53 4MATIC+ Coup?, Mercedes AMG GT 43 4MATIC+","Mercedes AMG E 53 4MATIC+, Mercedes AMG E 53 4MATIC+ Coup?, Mercedes AMG CLS 53 4MATIC+ Coup?, Mercedes AMG GT 43 4MATIC+",2022-04-04 ~ 2024-10-03,2024-12-06 ~,"4,112 대",전기장치 기타,"변속기 배선 커넥터 체결 불량에 대하여 서비스센터 리콜 작업 중 변속기 배선 커넥터 점검 및 재작업 절차가 올바르게 이루어지지 않았을 수 있으며, 이로 인해 도로나 주변 환경의 물이 변속기 배선 커넥터에 유입될 수 있고 이런 경우 전기 단락에 의한 화재의 위험을 배제할 수 없음이 확인됨에 따른 리콜
<대상차량별 생산일자>
Mercedes AMG E 53 4MATIC+: 2022.04.08~2023.05.30
Mercedes AMG E 53 4MATIC+ Coupe: 2022.04.10~2023.03.09
Mercedes AMG CLS 53 4MATIC+ Coupe: 2022.04.04~2023.06.20
Mercedes AMG GT 43 4MATIC+: 2022.04.04~2024.10.03",엘체형 변속기 배선으로 교체,벤츠코리아 대표번호 080-001-1886
323,74,현대,아이오닉5 등 2차종 - 통합충전제어장치(ICCU) 관련 리콜,5555,O,현대자동차(주),"아이오닉5 (NE), 아이오닉6 (CE)","아이오닉5 (NE), 아이오닉6 (CE)",2020-10-09 ~ 2024-10-28,2024-12-05 ~,0 대,전기장치 기타,"통합충전제어장치(ICCU) 리콜 소프트웨어 로직 미흡으로 저전압 배터리가 충전 불가한 상황이 발생할 수 있으며, 이런 경우 주행 중 단계적 속도제한 및 지속 주행 시 차량이 멈출 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
아이오닉5 (NE): 2020.10.09~2024.03.22
아이오닉6 (CE): 2022.02.21~2024.10.28","통합충전제어장치(ICCU) 소프트웨어 업데이트
(점검 후 특정 고장코드 진단 시 부품 교환)",현대자동차 대표번호 080-600-6000
324,74,르노,KOLEOS Hybrid - 접지용 볼트 관련 리콜,5509,O,르노코리아(주),KOLEOS Hybrid,KOLEOS Hybrid,2024-07-13 ~ 2024-11-23,2024-12-05 ~,"7,392 대",기타장치 기타,"접지용 볼트가 완전하게 체결되지 않았을 수 있으며, 이런 경우 접지용 단자와 접지면 사이의 간극으로 인하여 접촉 불량이 발생할 수 있고, 이로 인해 운행 중 엔진 점검 경고등이 점등되거나 가속불량이 발생될 수 있으며, 극히 드물게 시동이 꺼질 수 있는 가능성에 따른 리콜","접지용 볼트의 체결 상태를 확인하고, 규정 토크로 재체결
단, 접지용 볼트의 체결이 불량한 경우 추가적인 차량 진단을 통하여 고장코드에 따라 관련 부품의 점검 또는 교환",르노코리아 대표번호 080-300-3000
